Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSDARG00000084079,5S_rRNA,,
ENSDARG00000106193,5S_rRNA,,
ENSDARG00000084808,5S_rRNA,,
ENSDARG00000107923,5S_rRNA,,
ENSDARG00000085038,5S_rRNA,,
ENSDARG00000106101,5S_rRNA,,
ENSDARG00000081644,5S_rRNA,,
ENSDARG00000080504,5S_rRNA,,
ENSDARG00000106466,5S_rRNA,,
ENSDARG00000108044,5S_rRNA,,
ENSDARG00000109122,5S_rRNA,,
ENSDARG00000106124,5S_rRNA,,
ENSDARG00000108714,5S_rRNA,,
ENSDARG00000108388,5S_rRNA,,
ENSDARG00000107560,5S_rRNA,,
ENSDARG00000107629,5S_rRNA,,
ENSDARG00000108556,5S_rRNA,,
ENSDARG00000107309,5S_rRNA,,
ENSDARG00000107418,5S_rRNA,,
ENSDARG00000108933,5S_rRNA,,
ENSDARG00000106489,5S_rRNA,,
ENSDARG00000108989,5S_rRNA,,
ENSDARG00000108566,5S_rRNA,,
ENSDARG00000101582,5S_rRNA,,
ENSDARG00000107974,5S_rRNA,,
ENSDARG00000108757,5S_rRNA,,
ENSDARG00000105962,5S_rRNA,,
ENSDARG00000108036,5S_rRNA,,
ENSDARG00000107024,5S_rRNA,,
ENSDARG00000108767,5S_rRNA,,
ENSDARG00000109078,5S_rRNA,,
ENSDARG00000106000,5S_rRNA,,
ENSDARG00000106664,5S_rRNA,,
ENSDARG00000106471,5S_rRNA,,
ENSDARG00000105901,5S_rRNA,,
ENSDARG00000107783,5S_rRNA,,
ENSDARG00000107179,5S_rRNA,,
ENSDARG00000108412,5S_rRNA,,
ENSDARG00000107268,5S_rRNA,,
ENSDARG00000106334,5S_rRNA,,
ENSDARG00000109014,5S_rRNA,,
ENSDARG00000108140,5S_rRNA,,
ENSDARG00000107113,5S_rRNA,,
ENSDARG00000106067,5S_rRNA,,
ENSDARG00000108875,5S_rRNA,,
ENSDARG00000108723,5S_rRNA,,
ENSDARG00000106028,5S_rRNA,,
ENSDARG00000106318,5S_rRNA,,
ENSDARG00000106563,5S_rRNA,,
ENSDARG00000107416,5S_rRNA,,
ENSDARG00000108832,5S_rRNA,,
ENSDARG00000106425,5S_rRNA,,
ENSDARG00000109107,5S_rRNA,,
ENSDARG00000108281,5S_rRNA,,
ENSDARG00000107998,5S_rRNA,,
ENSDARG00000107099,5S_rRNA,,
ENSDARG00000107256,5S_rRNA,,
ENSDARG00000107327,5S_rRNA,,
ENSDARG00000108349,5S_rRNA,,
ENSDARG00000107336,5S_rRNA,,
ENSDARG00000107059,5S_rRNA,,
ENSDARG00000109126,5S_rRNA,,
ENSDARG00000108495,5S_rRNA,,
ENSDARG00000106908,5S_rRNA,,
ENSDARG00000107314,5S_rRNA,,
ENSDARG00000108731,5S_rRNA,,
ENSDARG00000106169,5S_rRNA,,
ENSDARG00000107702,5S_rRNA,,
ENSDARG00000080745,U12,ENSG00000201659,RNU12-2P
ENSDARG00000080745,U12,ENSG00000276027,RNU12
ENSDARG00000109051,5S_rRNA,,
ENSDARG00000108406,5S_rRNA,,
ENSDARG00000082604,SNORD77,ENSG00000212414,SNORD77B
ENSDARG00000082604,SNORD77,ENSG00000212279,SNORD77
ENSDARG00000082604,SNORD77,ENSG00000212415,SNORD77
ENSDARG00000082604,SNORD77,ENSG00000251967,SNORD77
ENSDARG00000082604,SNORD77,ENSG00000212347,SNORD77
ENSDARG00000090345,5S_rRNA,,
ENSDARG00000108447,5S_rRNA,,
ENSDARG00000100812,SNORD77,ENSG00000212414,SNORD77B
ENSDARG00000100812,SNORD77,ENSG00000212279,SNORD77
ENSDARG00000100812,SNORD77,ENSG00000212415,SNORD77
ENSDARG00000100812,SNORD77,ENSG00000251967,SNORD77
ENSDARG00000100812,SNORD77,ENSG00000212347,SNORD77
ENSDARG00000107018,5S_rRNA,,
ENSDARG00000085358,SNORD46,ENSG00000200913,SNORD46
ENSDARG00000085358,SNORD46,ENSG00000251830,SNORD46
ENSDARG00000085358,SNORD46,ENSG00000201009,SNORD46
ENSDARG00000084628,SNORA27,,
ENSDARG00000103622,5S_rRNA,,
ENSDARG00000106216,SNORA27,ENSG00000252459,SNORA27
ENSDARG00000106216,SNORA27,ENSG00000199474,SNORA27
ENSDARG00000106216,SNORA27,ENSG00000201807,SNORA27
ENSDARG00000106216,SNORA27,ENSG00000200235,SNORA27
ENSDARG00000106216,SNORA27,ENSG00000207051,SNORA27
ENSDARG00000084393,5S_rRNA,,
ENSDARG00000083737,5S_rRNA,,
ENSDARG00000084546,5S_rRNA,,
ENSDARG00000084123,5S_rRNA,,
ENSDARG00000103321,5S_rRNA,ENSG00000251698,RNA5SP445
ENSDARG00000104711,5S_rRNA,,
ENSDARG00000085277,5S_rRNA,,
ENSDARG00000099797,5S_rRNA,,
ENSDARG00000099305,5S_rRNA,,
ENSDARG00000085668,5S_rRNA,ENSG00000200168,RNA5SP350
ENSDARG00000085668,5S_rRNA,ENSG00000200225,RNA5SP382
ENSDARG00000085668,5S_rRNA,ENSG00000201413,RNA5SP141
ENSDARG00000085668,5S_rRNA,ENSG00000238765,RNA5SP57
ENSDARG00000085668,5S_rRNA,ENSG00000212204,RNA5SP91
ENSDARG00000085668,5S_rRNA,ENSG00000199318,RNA5SP52
ENSDARG00000085668,5S_rRNA,ENSG00000201168,RNA5SP368
ENSDARG00000085668,5S_rRNA,ENSG00000200839,RNA5SP48
ENSDARG00000085668,5S_rRNA,ENSG00000202187,RNA5SP355
ENSDARG00000085668,5S_rRNA,ENSG00000274408,5S_rRNA
ENSDARG00000100580,5S_rRNA,,
ENSDARG00000084280,5S_rRNA,,
ENSDARG00000084946,5S_rRNA,,
ENSDARG00000084659,5S_rRNA,,
ENSDARG00000104133,5S_rRNA,,
ENSDARG00000084441,5S_rRNA,,
ENSDARG00000085362,5S_rRNA,,
ENSDARG00000084279,5S_rRNA,,
ENSDARG00000100337,5S_rRNA,,
ENSDARG00000082675,5S_rRNA,,
ENSDARG00000099611,5S_rRNA,,
ENSDARG00000083318,5S_rRNA,,
ENSDARG00000107985,5S_rRNA,,
ENSDARG00000107068,5S_rRNA,,
ENSDARG00000106195,5S_rRNA,,
ENSDARG00000108338,5S_rRNA,,
ENSDARG00000107202,5S_rRNA,,
ENSDARG00000107000,5S_rRNA,,
ENSDARG00000104382,5S_rRNA,ENSG00000272253,RNA5SP386
ENSDARG00000104382,5S_rRNA,ENSG00000199874,RNA5SP452
ENSDARG00000104382,5S_rRNA,ENSG00000199354,RNA5SP273
ENSDARG00000107936,5S_rRNA,,
ENSDARG00000107049,5S_rRNA,,
ENSDARG00000106898,5S_rRNA,,
ENSDARG00000104525,5S_rRNA,ENSG00000272253,RNA5SP386
ENSDARG00000104525,5S_rRNA,ENSG00000199874,RNA5SP452
ENSDARG00000104525,5S_rRNA,ENSG00000199354,RNA5SP273
ENSDARG00000106188,5S_rRNA,,
ENSDARG00000106977,5S_rRNA,,
ENSDARG00000108251,5S_rRNA,,
ENSDARG00000107773,5S_rRNA,,
ENSDARG00000107127,5S_rRNA,,
ENSDARG00000106340,5S_rRNA,,
ENSDARG00000108549,5S_rRNA,,
ENSDARG00000107307,5S_rRNA,,
ENSDARG00000108997,5S_rRNA,,
ENSDARG00000106509,5S_rRNA,,
ENSDARG00000106795,5S_rRNA,,
ENSDARG00000107743,5S_rRNA,,
ENSDARG00000108380,5S_rRNA,,
ENSDARG00000107558,5S_rRNA,,
ENSDARG00000108063,5S_rRNA,,
ENSDARG00000107948,5S_rRNA,,
ENSDARG00000102882,5S_rRNA,,
ENSDARG00000100029,5S_rRNA,,
ENSDARG00000099536,5S_rRNA,,
ENSDARG00000098480,5S_rRNA,,
ENSDARG00000098690,5S_rRNA,,
ENSDARG00000080037,5S_rRNA,,
ENSDARG00000080427,5S_rRNA,,
ENSDARG00000084107,5S_rRNA,,
ENSDARG00000083818,5S_rRNA,,
ENSDARG00000081106,5S_rRNA,,
ENSDARG00000084707,5S_rRNA,,
ENSDARG00000083541,5S_rRNA,,
ENSDARG00000102039,5S_rRNA,,
ENSDARG00000101596,5S_rRNA,,
ENSDARG00000085469,5S_rRNA,,
ENSDARG00000083370,5S_rRNA,,
ENSDARG00000082480,5S_rRNA,,
ENSDARG00000084074,5S_rRNA,,
ENSDARG00000083857,5S_rRNA,,
ENSDARG00000098598,5S_rRNA,,
ENSDARG00000082308,5S_rRNA,,
ENSDARG00000083501,5S_rRNA,,
ENSDARG00000084935,5S_rRNA,,
ENSDARG00000082311,5S_rRNA,,
ENSDARG00000085431,5S_rRNA,,
ENSDARG00000081119,5S_rRNA,,
ENSDARG00000081971,5S_rRNA,,
ENSDARG00000082853,5S_rRNA,,
ENSDARG00000098195,5S_rRNA,,
ENSDARG00000085848,5S_rRNA,,
ENSDARG00000103282,5S_rRNA,ENSG00000272253,RNA5SP386
ENSDARG00000103282,5S_rRNA,ENSG00000199874,RNA5SP452
ENSDARG00000103282,5S_rRNA,ENSG00000199354,RNA5SP273
ENSDARG00000085455,5S_rRNA,,
ENSDARG00000102918,5S_rRNA,,
ENSDARG00000083720,5S_rRNA,,
ENSDARG00000084032,5S_rRNA,,
ENSDARG00000084964,5S_rRNA,,
ENSDARG00000085337,5S_rRNA,,
ENSDARG00000085921,5S_rRNA,,
ENSDARG00000100070,5S_rRNA,,
ENSDARG00000102869,5S_rRNA,,
ENSDARG00000084127,5S_rRNA,ENSG00000201790,RNA5SP189
ENSDARG00000084127,5S_rRNA,ENSG00000201727,RNA5SP173
ENSDARG00000084127,5S_rRNA,ENSG00000222205,RNA5SP266
ENSDARG00000084127,5S_rRNA,ENSG00000277418,5S_rRNA
ENSDARG00000084127,5S_rRNA,ENSG00000199364,RNA5SP327
ENSDARG00000084127,5S_rRNA,ENSG00000252780,RNA5SP471
ENSDARG00000084127,5S_rRNA,ENSG00000222468,RNA5SP261
ENSDARG00000084127,5S_rRNA,ENSG00000252964,RNA5SP400
ENSDARG00000085182,5S_rRNA,,
ENSDARG00000080203,5S_rRNA,,
ENSDARG00000103686,5S_rRNA,,
ENSDARG00000083868,5S_rRNA,,
ENSDARG00000091392,5S_rRNA,,
ENSDARG00000084403,5S_rRNA,,
ENSDARG00000098264,5S_rRNA,,
ENSDARG00000106384,5S_rRNA,,
ENSDARG00000103212,5S_rRNA,,
ENSDARG00000103502,5S_rRNA,,
ENSDARG00000080109,5S_rRNA,,
ENSDARG00000084791,5S_rRNA,,
ENSDARG00000080170,5S_rRNA,,
ENSDARG00000105051,5S_rRNA,,
ENSDARG00000105849,5S_rRNA,,
ENSDARG00000099000,5S_rRNA,,
ENSDARG00000106809,5S_rRNA,,
ENSDARG00000106076,5S_rRNA,,
ENSDARG00000106262,5S_rRNA,,
ENSDARG00000109124,5S_rRNA,,
ENSDARG00000085040,5S_rRNA,,
ENSDARG00000108192,5S_rRNA,,
ENSDARG00000108978,5S_rRNA,,
ENSDARG00000108299,5S_rRNA,,
ENSDARG00000108730,5S_rRNA,,
ENSDARG00000106159,5S_rRNA,,
ENSDARG00000107586,5S_rRNA,,
ENSDARG00000107807,5S_rRNA,,
ENSDARG00000106030,5S_rRNA,,
ENSDARG00000107026,5S_rRNA,,
ENSDARG00000106364,5S_rRNA,,
ENSDARG00000106431,5S_rRNA,,
ENSDARG00000107749,5S_rRNA,,
ENSDARG00000108144,5S_rRNA,,
ENSDARG00000107666,5S_rRNA,,
ENSDARG00000107581,5S_rRNA,,
ENSDARG00000106273,5S_rRNA,,
ENSDARG00000107143,5S_rRNA,,
ENSDARG00000098804,SNORA30,ENSG00000207233,SNORA37
ENSDARG00000098804,SNORA30,ENSG00000202189,SNORA30B
ENSDARG00000098804,SNORA30,ENSG00000206755,SNORA30
ENSDARG00000098804,SNORA30,ENSG00000200063,SNORA30
ENSDARG00000104662,SNORA30,ENSG00000207233,SNORA37
ENSDARG00000104662,SNORA30,ENSG00000202189,SNORA30B
ENSDARG00000104662,SNORA30,ENSG00000206755,SNORA30
ENSDARG00000104662,SNORA30,ENSG00000200063,SNORA30
ENSDARG00000100745,SNORA30,ENSG00000207233,SNORA37
ENSDARG00000100745,SNORA30,ENSG00000202189,SNORA30B
ENSDARG00000100745,SNORA30,ENSG00000206755,SNORA30
ENSDARG00000100745,SNORA30,ENSG00000200063,SNORA30
ENSDARG00000104150,SNORA30,ENSG00000207233,SNORA37
ENSDARG00000104150,SNORA30,ENSG00000202189,SNORA30B
ENSDARG00000104150,SNORA30,ENSG00000206755,SNORA30
ENSDARG00000104150,SNORA30,ENSG00000200063,SNORA30
ENSDARG00000081580,SNORD99,ENSG00000221539,SNORD99
ENSDARG00000084828,SNORA68,ENSG00000201388,SNORA68B
ENSDARG00000084828,SNORA68,ENSG00000201407,SNORA68
ENSDARG00000084828,SNORA68,ENSG00000212565,SNORA68
ENSDARG00000084828,SNORA68,ENSG00000251715,SNORA68
ENSDARG00000084828,SNORA68,ENSG00000252458,SNORA68
ENSDARG00000084828,SNORA68,ENSG00000207166,SNORA68
ENSDARG00000084784,SNORA68,ENSG00000201388,SNORA68B
ENSDARG00000084784,SNORA68,ENSG00000201407,SNORA68
ENSDARG00000084784,SNORA68,ENSG00000212565,SNORA68
ENSDARG00000084784,SNORA68,ENSG00000251715,SNORA68
ENSDARG00000084784,SNORA68,ENSG00000252458,SNORA68
ENSDARG00000084784,SNORA68,ENSG00000207166,SNORA68
ENSDARG00000105016,snoR38,ENSG00000274091,SNORD1C
ENSDARG00000105016,snoR38,ENSG00000199961,SNORD1B
ENSDARG00000100010,SNORA76,ENSG00000277887,SNORA50C
ENSDARG00000100010,SNORA76,ENSG00000253007,SNORA50B
ENSDARG00000100010,SNORA76,ENSG00000252904,SNORA76
ENSDARG00000100010,SNORA76,ENSG00000206952,SNORA50A
ENSDARG00000100010,SNORA76,ENSG00000280894,SNORA50D
ENSDARG00000100010,SNORA76,ENSG00000252122,SNORA76
ENSDARG00000101747,SNORD15,,
ENSDARG00000098534,SNORD15,,
ENSDARG00000098419,SNORD15,ENSG00000207445,SNORD15B
ENSDARG00000098419,SNORD15,ENSG00000206941,SNORD15A
ENSDARG00000103617,SNORD15,,
ENSDARG00000080775,SNORD65,ENSG00000212264,SNORD65C
ENSDARG00000080775,SNORD65,ENSG00000277512,SNORD65
ENSDARG00000080775,SNORD65,ENSG00000212229,SNORD65
ENSDARG00000080775,SNORD65,ENSG00000238936,SNORD65B
ENSDARG00000080775,SNORD65,ENSG00000212191,SNORD65
ENSDARG00000101937,WT1-AS_7,ENSG00000273908,WT1-AS_7
ENSDARG00000101052,HOTTIP_2,ENSG00000278708,HOTTIP_2
ENSDARG00000103499,HOTTIP_2,ENSG00000278708,HOTTIP_2
ENSDARG00000080450,SNORA35,ENSG00000239182,SNORA35
ENSDARG00000080450,SNORA35,ENSG00000208839,SNORA35
ENSDARG00000080450,SNORA35,ENSG00000271907,SNORA35B
ENSDARG00000105169,SCARNA14,ENSG00000252712,SCARNA14
ENSDARG00000085249,SCARNA14,ENSG00000252712,SCARNA14
ENSDARG00000085423,5S_rRNA,,
ENSDARG00000085297,5S_rRNA,,
ENSDARG00000080523,SNORD2,ENSG00000238707,SNORD2
ENSDARG00000080523,SNORD2,ENSG00000238942,SNORD2
ENSDARG00000083056,SNORD2,ENSG00000238707,SNORD2
ENSDARG00000083056,SNORD2,ENSG00000238942,SNORD2
ENSDARG00000082639,SNORD2,ENSG00000238707,SNORD2
ENSDARG00000082639,SNORD2,ENSG00000238942,SNORD2
ENSDARG00000081126,snoU85,ENSG00000239002,SCARNA10
ENSDARG00000083325,snoU85,ENSG00000239002,SCARNA10
ENSDARG00000104320,snoU85,ENSG00000239002,SCARNA10
ENSDARG00000080156,SNORD30,ENSG00000277846,SNORD30
ENSDARG00000080156,SNORD30,ENSG00000212611,SNORD30
ENSDARG00000083911,SNORA53,ENSG00000212443,SNORA53
ENSDARG00000083759,SNORA53,ENSG00000212443,SNORA53
ENSDARG00000080936,SNORD36,ENSG00000253094,SNORD36
ENSDARG00000080936,SNORD36,ENSG00000199744,SNORD36A
ENSDARG00000082739,SNORD36,ENSG00000252542,SNORD36C
ENSDARG00000081115,SNORA70,,
ENSDARG00000081328,SNORA70,,
ENSDARG00000081799,snoZ30,ENSG00000207297,SNORD7
ENSDARG00000081972,snoZ30,,
ENSDARG00000083937,SNORA65,ENSG00000201302,SNORA65
ENSDARG00000085713,SNORA65,ENSG00000201302,SNORA65
ENSDARG00000083894,SNORA65,,
ENSDARG00000084991,SNORA62,,
ENSDARG00000086252,SNORA62,ENSG00000206760,SNORA6
ENSDARG00000087425,SNORA62,ENSG00000206760,SNORA6
ENSDARG00000081943,SNORA62,ENSG00000206760,SNORA6
ENSDARG00000101107,5S_rRNA,,
ENSDARG00000084803,5S_rRNA,,
ENSDARG00000100831,5S_rRNA,,
ENSDARG00000082003,5S_rRNA,,
ENSDARG00000103948,5S_rRNA,,
ENSDARG00000083412,5S_rRNA,,
ENSDARG00000080276,5S_rRNA,,
ENSDARG00000102563,5S_rRNA,,
ENSDARG00000083936,5S_rRNA,,
ENSDARG00000083966,5S_rRNA,,
ENSDARG00000084708,5S_rRNA,ENSG00000251746,RNA5SP112
ENSDARG00000084708,5S_rRNA,ENSG00000199402,RNA5SP308
ENSDARG00000080287,5S_rRNA,,
ENSDARG00000083797,5S_rRNA,,
ENSDARG00000100667,5S_rRNA,,
ENSDARG00000099290,5S_rRNA,,
ENSDARG00000084151,5S_rRNA,,
ENSDARG00000084878,5S_rRNA,,
ENSDARG00000103944,5S_rRNA,,
ENSDARG00000082329,5S_rRNA,,
ENSDARG00000104383,5S_rRNA,,
ENSDARG00000081749,5S_rRNA,,
ENSDARG00000100542,5S_rRNA,,
ENSDARG00000084741,5S_rRNA,,
ENSDARG00000099285,5S_rRNA,,
ENSDARG00000080147,5S_rRNA,,
ENSDARG00000083932,5S_rRNA,,
ENSDARG00000085955,5S_rRNA,,
ENSDARG00000105227,5S_rRNA,,
ENSDARG00000102077,5S_rRNA,,
ENSDARG00000087754,5S_rRNA,,
ENSDARG00000085059,5S_rRNA,,
ENSDARG00000080664,5S_rRNA,,
ENSDARG00000084681,5S_rRNA,ENSG00000222407,RNA5SP80
ENSDARG00000080950,5S_rRNA,,
ENSDARG00000084535,5S_rRNA,,
ENSDARG00000082665,5S_rRNA,,
ENSDARG00000087908,5S_rRNA,,
ENSDARG00000080918,5S_rRNA,,
ENSDARG00000101491,5S_rRNA,,
ENSDARG00000080319,5S_rRNA,,
ENSDARG00000100579,U1,,
ENSDARG00000100125,U1,,
ENSDARG00000103896,U1,,
ENSDARG00000102136,U1,,
ENSDARG00000100682,U1,,
ENSDARG00000103389,U1,,
ENSDARG00000099296,U1,,
ENSDARG00000100615,U1,,
ENSDARG00000101801,U1,,
ENSDARG00000099261,U1,,
ENSDARG00000103168,U1,,
ENSDARG00000103126,U1,,
ENSDARG00000098948,U1,,
ENSDARG00000100984,U1,,
ENSDARG00000104055,U1,,
ENSDARG00000104909,U1,,
ENSDARG00000104464,U1,,
ENSDARG00000100178,U1,,
ENSDARG00000089359,U1,,
ENSDARG00000087279,U1,,
ENSDARG00000086080,U1,,
ENSDARG00000100744,U1,,
ENSDARG00000088849,U1,,
ENSDARG00000103335,U1,,
ENSDARG00000104143,U1,,
ENSDARG00000105950,5S_rRNA,,
ENSDARG00000098366,5S_rRNA,,
ENSDARG00000103240,5S_rRNA,,
ENSDARG00000099857,5S_rRNA,,
ENSDARG00000109131,5S_rRNA,,
ENSDARG00000106869,5S_rRNA,,
ENSDARG00000109023,5S_rRNA,,
ENSDARG00000108052,5S_rRNA,,
ENSDARG00000107005,5S_rRNA,,
ENSDARG00000106424,5S_rRNA,,
ENSDARG00000107819,5S_rRNA,,
ENSDARG00000106642,5S_rRNA,,
ENSDARG00000105988,5S_rRNA,,
ENSDARG00000106969,5S_rRNA,,
ENSDARG00000107556,5S_rRNA,,
ENSDARG00000108967,5S_rRNA,,
ENSDARG00000109015,5S_rRNA,,
ENSDARG00000108589,5S_rRNA,,
ENSDARG00000109088,5S_rRNA,,
ENSDARG00000108030,5S_rRNA,,
ENSDARG00000107528,5S_rRNA,,
ENSDARG00000098516,5S_rRNA,,
ENSDARG00000106763,5S_rRNA,,
ENSDARG00000108417,5S_rRNA,,
ENSDARG00000106128,5S_rRNA,,
ENSDARG00000106607,5S_rRNA,,
ENSDARG00000109011,5S_rRNA,,
ENSDARG00000107753,5S_rRNA,,
ENSDARG00000105869,5S_rRNA,,
ENSDARG00000108688,5S_rRNA,,
ENSDARG00000107615,5S_rRNA,,
ENSDARG00000105105,5S_rRNA,,
ENSDARG00000108454,5S_rRNA,,
ENSDARG00000108541,5S_rRNA,,
ENSDARG00000109160,5S_rRNA,,
ENSDARG00000106085,5S_rRNA,,
ENSDARG00000108884,5S_rRNA,,
ENSDARG00000107913,5S_rRNA,,
ENSDARG00000106861,5S_rRNA,,
ENSDARG00000108239,5S_rRNA,,
ENSDARG00000108012,5S_rRNA,,
ENSDARG00000106673,5S_rRNA,,
ENSDARG00000083918,5S_rRNA,,
ENSDARG00000083829,5S_rRNA,,
ENSDARG00000083954,5S_rRNA,,
ENSDARG00000085711,5S_rRNA,,
ENSDARG00000085780,5S_rRNA,,
ENSDARG00000098259,5S_rRNA,ENSG00000252598,RNA5SP460
ENSDARG00000098259,5S_rRNA,ENSG00000201695,RNA5SP334
ENSDARG00000098259,5S_rRNA,ENSG00000200336,RNA5SP333
ENSDARG00000085644,5S_rRNA,,
ENSDARG00000084316,5S_rRNA,,
ENSDARG00000098098,5S_rRNA,ENSG00000251746,RNA5SP112
ENSDARG00000098098,5S_rRNA,ENSG00000199402,RNA5SP308
ENSDARG00000084476,5S_rRNA,ENSG00000251746,RNA5SP112
ENSDARG00000084476,5S_rRNA,ENSG00000199402,RNA5SP308
ENSDARG00000084957,5S_rRNA,,
ENSDARG00000099615,5S_rRNA,,
ENSDARG00000088376,5S_rRNA,,
ENSDARG00000103041,5S_rRNA,ENSG00000222285,RNA5SP193
ENSDARG00000083794,5S_rRNA,,
ENSDARG00000100943,5S_rRNA,ENSG00000201325,RNA5SP142
ENSDARG00000100943,5S_rRNA,ENSG00000202225,RNA5SP240
ENSDARG00000100943,5S_rRNA,ENSG00000252364,RNA5SP360
ENSDARG00000100943,5S_rRNA,ENSG00000252828,RNA5SP135
ENSDARG00000100943,5S_rRNA,ENSG00000252745,RNA5SP143
ENSDARG00000100943,5S_rRNA,ENSG00000201968,RNA5SP138
ENSDARG00000090457,5S_rRNA,,
ENSDARG00000091752,5S_rRNA,,
ENSDARG00000084173,5S_rRNA,ENSG00000252970,RNA5SP159
ENSDARG00000104544,5S_rRNA,,
ENSDARG00000084898,5S_rRNA,,
ENSDARG00000101781,5S_rRNA,,
ENSDARG00000084974,5S_rRNA,,
ENSDARG00000085315,5S_rRNA,,
ENSDARG00000084778,5S_rRNA,,
ENSDARG00000104565,U6,,
ENSDARG00000085487,U6,,
ENSDARG00000086193,U6,ENSG00000202528,RNU6-650P
ENSDARG00000098633,U6,ENSG00000202528,RNU6-650P
ENSDARG00000099443,U6,ENSG00000252980,RNU6-367P
ENSDARG00000102633,U6,ENSG00000252980,RNU6-367P
ENSDARG00000103968,U6,ENSG00000202528,RNU6-650P
ENSDARG00000100749,U6,ENSG00000212226,RNU6-907P
ENSDARG00000102484,U6,ENSG00000202528,RNU6-650P
ENSDARG00000099567,U6,ENSG00000202528,RNU6-650P
ENSDARG00000091794,U6,ENSG00000202528,RNU6-650P
ENSDARG00000098521,U6,,
ENSDARG00000083928,U6,ENSG00000202528,RNU6-650P
ENSDARG00000100147,U6,ENSG00000202528,RNU6-650P
ENSDARG00000104896,U6,ENSG00000212226,RNU6-907P
ENSDARG00000089912,U6,,
ENSDARG00000104271,U6,,
ENSDARG00000090008,U6,,
ENSDARG00000103331,U6,,
ENSDARG00000088223,U6,,
ENSDARG00000104378,U6,,
ENSDARG00000083742,U6,,
ENSDARG00000087989,U6,ENSG00000202528,RNU6-650P
ENSDARG00000089801,U6,,
ENSDARG00000104617,U6,,
ENSDARG00000099391,U6,,
ENSDARG00000100146,U6,,
ENSDARG00000098778,U6,,
ENSDARG00000104830,U6,,
ENSDARG00000100983,U6,ENSG00000252804,RNU6-958P
ENSDARG00000102383,U6,,
ENSDARG00000085400,U6,ENSG00000252247,RNU6-70P
ENSDARG00000102814,U6,,
ENSDARG00000099402,U6,,
ENSDARG00000099087,U6,,
ENSDARG00000105066,U6,,
ENSDARG00000104469,U6,,
ENSDARG00000098292,U6,,
ENSDARG00000081289,U6,,
ENSDARG00000082036,U6,,
ENSDARG00000098207,U6,,
ENSDARG00000104253,U6,,
ENSDARG00000104237,U6,,
ENSDARG00000088557,U6,,
ENSDARG00000086833,U6,,
ENSDARG00000087304,U6,,
ENSDARG00000090125,U6,,
ENSDARG00000088220,U6,,
ENSDARG00000090588,U6,,
ENSDARG00000091787,U6,,
ENSDARG00000100441,U6,,
ENSDARG00000105032,U6,,
ENSDARG00000083520,U6,,
ENSDARG00000091605,U6,,
ENSDARG00000082005,U6,,
ENSDARG00000101714,U6,,
ENSDARG00000101442,U6,,
ENSDARG00000089670,U6,,
ENSDARG00000087218,U6,,
ENSDARG00000103558,U6,,
ENSDARG00000103805,U6,,
ENSDARG00000101276,U6,,
ENSDARG00000099696,U6,,
ENSDARG00000102384,U6,,
ENSDARG00000100228,U6,,
ENSDARG00000099901,U6,,
ENSDARG00000103353,U6,,
ENSDARG00000088175,U6,,
ENSDARG00000086119,U6,,
ENSDARG00000101884,U6,,
ENSDARG00000103214,U6,,
ENSDARG00000087371,U6,,
ENSDARG00000080129,U6,,
ENSDARG00000100735,U6,,
ENSDARG00000103500,SCARNA8,ENSG00000251733,SCARNA8
ENSDARG00000090306,U6,,
ENSDARG00000099271,5_8S_rRNA,,
ENSDARG00000091776,5_8S_rRNA,,
ENSDARG00000086466,U6,,
ENSDARG00000091828,5_8S_rRNA,,
ENSDARG00000086488,U6,,
ENSDARG00000101302,5_8S_rRNA,,
ENSDARG00000090221,U6,,
ENSDARG00000087795,U6,,
ENSDARG00000088243,U6,,
ENSDARG00000087300,U6,,
ENSDARG00000086134,U6,,
ENSDARG00000087794,U6,,
ENSDARG00000089166,U6,,
ENSDARG00000087637,U6,,
ENSDARG00000087738,U6,,
ENSDARG00000090800,U6,,
ENSDARG00000091360,U6,,
ENSDARG00000089807,U6,,
ENSDARG00000090790,U6,,
ENSDARG00000091675,U6,,
ENSDARG00000086741,U6,,
ENSDARG00000090792,U6,,
ENSDARG00000088370,U6,,
ENSDARG00000086313,U6,,
ENSDARG00000086981,U6,,
ENSDARG00000090154,U6,,
ENSDARG00000089222,U6,,
ENSDARG00000087969,U6,,
ENSDARG00000098533,SNORA24,ENSG00000275994,SNORA24
ENSDARG00000098533,SNORA24,ENSG00000207130,SNORA24
ENSDARG00000098533,SNORA24,ENSG00000206903,SNORA24B
ENSDARG00000104878,SNORD49,ENSG00000277370,SNORD49A
ENSDARG00000104878,SNORD49,ENSG00000277108,SNORD49B
ENSDARG00000104121,SNORD49,ENSG00000277370,SNORD49A
ENSDARG00000104121,SNORD49,ENSG00000277108,SNORD49B
ENSDARG00000102523,U6,,
ENSDARG00000090652,SNORD111,ENSG00000221514,SNORD111B
ENSDARG00000080744,SNORD111,ENSG00000221514,SNORD111B
ENSDARG00000089618,SNORD111,ENSG00000221514,SNORD111B
ENSDARG00000098322,U6,,
ENSDARG00000083268,SNORD111,ENSG00000221514,SNORD111B
ENSDARG00000104923,U6,,
ENSDARG00000102663,U6,,
ENSDARG00000084449,SNORA29,ENSG00000206910,SNORA29
ENSDARG00000100763,U6,,
ENSDARG00000084931,U6,,
ENSDARG00000083842,SNORA29,ENSG00000206910,SNORA29
